value,time,y_hat,y_hat_upper,y_hat_lower
39.48383331298828,2019-06-21 10:34:00,39.79725972689999,41.52933783180126,36.287339972118545
39.8093147277832,2019-06-21 10:35:00,39.91850168771492,41.539090359702776,36.304400097864175
39.63579177856445,2019-06-21 10:36:00,40.29836396553141,41.573095397360476,36.38389807605258
39.94562911987305,2019-06-21 10:37:00,39.30868799757621,41.703160834207715,36.504666526139104
40.26931381225586,2019-06-21 10:38:00,40.42601363911447,41.89736053616137,36.349306717710085
40.2083740234375,2019-06-21 10:39:00,39.63036953202384,42.004800682239456,36.064410221077516
40.7882194519043,2019-06-21 10:40:00,40.798262014977375,42.229830238486905,36.040044751866915
40.77526473999024,2019-06-21 10:41:00,39.82026760138289,42.42360025994623,36.00807941325502
40.67066192626953,2019-06-21 10:42:00,41.206124997635825,42.50648833215608,36.18836124390417
40.65519332885742,2019-06-21 10:43:00,41.54927365441788,42.58620236820519,36.41480742482766
41.15254592895508,2019-06-21 10:44:00,40.545079117505274,42.8280953044049,36.87453575260339
41.31788635253906,2019-06-21 10:45:00,41.43568292344238,42.897823947075615,36.65157529728829
40.745018005371094,2019-06-21 10:46:00,41.38766194413972,42.97652884932163,36.64552893648639
38.2783317565918,2019-06-21 10:47:00,38.41624208828873,42.75144359291282,36.12121750891239
38.073097229003906,2019-06-21 10:48:00,37.537394729138136,42.53971300032011,35.70317239862045
38.26293182373047,2019-06-21 10:49:00,38.057725576283346,42.21804895999088,35.317836351752575
38.21006393432617,2019-06-21 10:50:00,38.96745762935009,41.8753909516037,34.982141747254715
38.518836975097656,2019-06-21 10:52:00,38.28408664334544,41.59498163894354,34.73096860827666
38.90119171142578,2019-06-21 10:53:00,39.39185203636512,41.67548276408972,35.05771773818857
38.77143859863281,2019-06-21 10:54:00,38.211898572501774,41.63309151514464,35.15680521730769
38.98773956298828,2019-06-21 10:55:00,38.54992777241872,41.56995511275197,35.22258906407177
39.55912780761719,2019-06-21 10:56:00,40.26252992718103,41.63817412355116,35.69832845172621
39.124244689941406,2019-06-21 10:57:00,38.466840567846106,41.623623966782375,35.54811140044839
39.32873153686523,2019-06-21 10:58:00,40.01387326537602,41.56102739288804,35.608601405859844
39.611629486083984,2019-06-21 10:59:00,39.58760280658307,41.56729617800969,35.59418067728699
39.90897750854492,2019-06-21 11:00:00,40.219396256176346,41.69358259993825,35.4995008238019
39.2276725769043,2019-06-21 11:01:00,38.84507441256653,41.62334289957559,35.44005881093773
38.85018539428711,2019-06-21 11:02:00,38.10179174036454,41.60699221564365,35.29625550895133
39.57438659667969,2019-06-21 11:03:00,40.175046362522735,41.59891290127096,35.41383563135178
39.08660507202149,2019-06-21 11:04:00,38.38102812137208,41.62552458233438,35.5220041683519
39.152042388916016,2019-06-21 11:05:00,38.59078474998061,41.52859382886283,35.797004074438796
39.27619934082031,2019-06-21 11:06:00,39.32573393213631,41.53510844773766,35.81321062714776
39.37422180175781,2019-06-21 11:07:00,39.7985264252,41.596115797305934,36.059502451752
39.71281814575195,2019-06-21 11:08:00,39.67220923674159,41.668988625938354,36.061899955378465
39.29309463500977,2019-06-21 11:09:00,38.79917766693614,41.64014514725435,35.942126407070106
39.65700912475586,2019-06-21 11:10:00,39.83245070692218,41.61967474689867,35.832338925277554
39.442237854003906,2019-06-21 11:11:00,38.695636325015855,41.69141283364456,35.95721899318013
39.20503616333008,2019-06-21 11:12:00,40.0543664366884,41.67698544394314,35.943249282093824
39.770118713378906,2019-06-21 11:13:00,40.58785906747951,41.61931696198109,35.73104028640173
38.73203659057617,2019-06-21 11:14:00,39.236751348217894,41.68433688641323,35.56955501229102
39.50828170776367,2019-06-21 11:15:00,40.13003343876029,41.70391681043918,35.32767945477883
39.80966567993164,2019-06-21 11:16:00,38.8456331154916,41.66584888961553,35.02192540369911
40.06894302368164,2019-06-21 11:17:00,40.50537584573113,41.7026832473703,35.144430783046104
39.64373779296875,2019-06-21 11:18:00,39.8118134656665,41.718444234064314,35.12242263496312
39.545841217041016,2019-06-21 11:19:00,40.28032158702302,41.65152983078907,35.131130979515106
39.85211944580078,2019-06-21 11:20:00,39.39955026266739,41.69095193686603,35.14542461647611
40.07746124267578,2019-06-21 11:21:00,39.687993520717534,41.794643250015405,35.57797666437143
39.983985900878906,2019-06-21 11:22:00,39.996252201998665,41.82173748022988,35.4603880803365
40.14193344116211,2019-06-21 11:23:00,40.90100458788762,41.917409517128185,35.59080037328543
40.49834442138672,2019-06-21 11:24:00,39.88088849581547,42.12544039248811,35.65094039225546
40.328426361083984,2019-06-21 11:25:00,40.70722870342785,42.27256118207039,36.083935112074634
40.84865188598633,2019-06-21 11:26:00,40.86319011092922,42.39954490827462,35.705077067116484
40.515525817871094,2019-06-21 11:27:00,40.31332812030489,42.48648970566329,35.815443071669776
40.60356903076172,2019-06-21 11:28:00,40.514220193879126,42.577995889838625,36.05814518322972
40.95878982543945,2019-06-21 11:29:00,41.85240778350379,42.621099650852244,36.22993434906408
40.76283645629883,2019-06-21 11:30:00,41.53952428644883,42.71856377771585,35.81967191236548
41.14850997924805,2019-06-21 11:31:00,41.26759682711842,42.749642980223705,36.20830545403221
42.335750579833984,2019-06-21 12:12:00,43.17732112429784,43.148612592439136,36.35250138789499
41.80787658691406,2019-06-21 12:13:00,42.62626646868722,43.446955137515616,36.41471716443957
41.85076141357422,2019-06-21 12:14:00,40.925950325013254,43.66897956118296,36.29521612378646
41.96749496459961,2019-06-21 12:15:00,42.96327566148728,43.85343469076555,36.61207151698188
41.87983322143555,2019-06-21 12:16:00,41.97354908295785,44.05724967728475,36.21807310195445
41.496559143066406,2019-06-21 12:17:00,40.542563462567514,43.85183913913651,35.85881317667006
41.81905364990234,2019-06-21 12:18:00,41.60981079813922,43.760695581531714,35.63122380344326
41.618743896484375,2019-06-21 12:19:00,40.740259907940995,43.74796262012454,35.56667234031155
41.21824264526367,2019-06-21 12:20:00,41.660162110091875,43.584784365901456,35.321883488609046
41.6180305480957,2019-06-21 12:21:00,41.375809494748246,43.54620149714483,35.59660545876328
41.5783576965332,2019-06-21 12:22:00,40.94165800887832,43.55121136625034,35.91662407063228
41.83710861206055,2019-06-21 12:23:00,41.938524847957126,43.550717438453646,35.79241916267341
41.47646713256836,2019-06-21 12:24:00,42.112977980837755,43.51347643732528,35.864387310161604
40.0563850402832,2019-06-21 12:25:00,39.32129951529566,43.261700516450205,35.94423026395764
40.140533447265625,2019-06-21 12:26:00,40.65245716598948,42.990623305208885,35.85435991004
40.19112777709961,2019-06-21 12:27:00,40.05825907497482,42.70394722559134,36.01615166532463
39.8912353515625,2019-06-21 12:28:00,40.32273369723483,42.331125636168615,36.39208004460062
40.15534591674805,2019-06-21 12:29:00,39.56819330104178,42.04683537425011,36.29357487995405
39.89524459838867,2019-06-21 12:30:00,40.224751806322594,42.0617665895533,36.334599358555316
